age,job,marital,education,balance,housing,loan,campaign,poutcome,deposit
27,admin.,single,secondary,4590,yes,no,1,failure,no
48,self-employed,married,secondary,1559,no,no,1,failure,no
50,housemaid,divorced,secondary,0,no,no,1,failure,no
30,management,single,tertiary,499,yes,no,2,failure,no
30,management,married,tertiary,877,no,no,1,failure,no
33,blue-collar,married,secondary,5164,no,no,2,failure,no
33,admin.,married,secondary,1737,no,no,2,failure,no
58,retired,married,secondary,1227,no,no,2,failure,no
59,unemployed,divorced,secondary,2026,no,no,3,failure,no
68,retired,married,primary,2301,no,no,3,failure,no
57,admin.,married,secondary,169,no,no,1,failure,no
29,unemployed,single,secondary,486,no,no,1,failure,no
43,unemployed,married,secondary,775,no,no,1,failure,no
54,retired,married,tertiary,1778,no,no,1,failure,no
33,self-employed,married,tertiary,263,no,no,1,failure,no
26,technician,single,tertiary,777,yes,no,2,failure,no
37,management,married,tertiary,332,yes,no,2,failure,no
60,retired,married,unknown,209,no,no,3,failure,yes
44,management,married,tertiary,226,yes,no,3,failure,yes
32,management,single,tertiary,12607,no,no,5,failure,no
33,unemployed,single,tertiary,1974,no,no,2,failure,yes
41,admin.,divorced,secondary,220,yes,no,2,failure,no
39,technician,married,tertiary,11766,yes,no,4,failure,no
35,technician,married,secondary,1577,yes,yes,1,failure,no
32,technician,married,tertiary,8023,no,no,1,failure,no
25,self-employed,single,unknown,1179,no,no,1,failure,no
26,student,single,secondary,0,no,no,1,failure,no
35,management,single,tertiary,431,no,no,2,failure,yes
36,admin.,married,secondary,953,yes,no,1,failure,no
67,retired,married,unknown,696,no,no,1,failure,no
26,management,single,tertiary,828,yes,no,1,failure,yes
26,management,single,tertiary,2506,no,no,1,failure,no
52,management,married,tertiary,583,no,no,1,failure,no
58,technician,married,tertiary,883,no,no,1,failure,no
37,management,married,tertiary,3794,no,no,1,failure,no
22,student,single,secondary,948,no,no,1,failure,yes
30,student,single,secondary,48,no,no,1,failure,yes
35,management,divorced,tertiary,3751,yes,no,2,failure,no
34,housemaid,married,tertiary,0,no,no,1,failure,yes
49,technician,single,secondary,9131,yes,no,1,failure,yes
69,housemaid,married,primary,1080,no,no,2,failure,no
57,retired,married,tertiary,1458,no,no,1,failure,no
35,technician,single,tertiary,2658,yes,no,2,failure,yes
39,technician,single,tertiary,139,no,no,1,failure,no
34,management,married,tertiary,4859,no,no,2,failure,no
27,technician,single,tertiary,11862,no,no,1,failure,yes
28,student,single,secondary,1925,no,no,1,failure,no
24,student,single,secondary,228,no,no,1,failure,no
60,housemaid,divorced,secondary,2063,no,no,5,failure,no
39,management,married,secondary,18,yes,no,1,failure,no
31,management,married,tertiary,1251,no,no,1,failure,no
34,admin.,married,tertiary,10,no,no,1,failure,no
37,admin.,married,secondary,1314,yes,no,1,failure,no
27,student,single,tertiary,5741,no,no,1,failure,no
27,management,single,tertiary,377,no,no,3,failure,no
71,retired,married,tertiary,2651,no,no,3,failure,no
42,admin.,married,secondary,16517,no,no,2,failure,no
51,housemaid,married,unknown,2337,yes,no,4,failure,no
35,admin.,single,secondary,1810,yes,no,2,failure,no
37,blue-collar,married,primary,106,yes,no,1,failure,yes
33,management,married,secondary,369,no,no,1,failure,no
34,student,single,unknown,1281,no,no,1,failure,no
36,self-employed,married,tertiary,506,no,no,1,failure,no
43,management,divorced,tertiary,9,yes,no,5,failure,no
36,services,married,secondary,3064,yes,no,3,failure,no
35,technician,single,tertiary,992,yes,no,1,failure,no
43,management,single,tertiary,1696,yes,no,1,failure,yes
39,technician,divorced,secondary,385,no,no,1,failure,no
21,student,single,primary,1596,no,no,1,failure,no
57,management,divorced,unknown,854,no,no,4,failure,yes
36,technician,single,secondary,539,yes,no,2,failure,yes
31,blue-collar,single,primary,660,yes,no,3,failure,no
32,admin.,married,secondary,31,no,no,2,failure,no
36,admin.,divorced,tertiary,289,yes,yes,3,failure,no
34,technician,single,secondary,2583,no,no,1,failure,no
42,admin.,married,secondary,1535,yes,no,1,failure,no
32,management,married,tertiary,937,no,no,1,failure,no
34,technician,single,tertiary,612,no,no,1,failure,no
39,management,married,tertiary,93,yes,no,1,failure,no
28,management,single,tertiary,207,no,no,1,failure,no
55,admin.,divorced,secondary,1872,no,no,2,failure,yes
36,management,single,tertiary,490,no,no,8,failure,yes
34,blue-collar,married,secondary,0,yes,no,5,failure,no
34,management,single,tertiary,747,no,no,2,failure,no
33,technician,single,tertiary,2340,no,no,5,failure,no
34,self-employed,married,tertiary,980,no,no,2,failure,no
36,unemployed,single,tertiary,953,yes,no,2,failure,no
27,student,single,tertiary,118,no,no,3,failure,yes
41,management,married,tertiary,285,yes,no,4,failure,no
52,blue-collar,married,secondary,2087,yes,no,1,failure,yes
53,management,divorced,tertiary,6649,yes,no,1,failure,no
49,management,single,tertiary,5689,no,no,1,failure,yes
37,unemployed,married,tertiary,7620,no,no,3,failure,no
30,blue-collar,married,primary,201,yes,no,1,failure,yes
43,unemployed,married,unknown,970,yes,no,13,failure,no
51,management,married,tertiary,2635,no,no,1,failure,yes
35,technician,single,secondary,183,no,no,2,failure,no
38,management,married,tertiary,1198,yes,no,3,failure,no
44,admin.,married,secondary,764,yes,no,1,failure,no
44,technician,single,tertiary,2033,no,no,1,failure,yes
37,admin.,single,secondary,0,yes,yes,2,failure,no
36,management,married,tertiary,86,yes,no,1,failure,no
51,management,married,tertiary,994,no,no,1,failure,no
45,housemaid,married,tertiary,40,yes,no,1,failure,no
35,technician,married,secondary,2789,yes,no,2,failure,no
57,management,divorced,tertiary,6468,yes,no,1,failure,yes
33,student,single,unknown,5969,no,no,2,failure,no
32,management,married,tertiary,2667,yes,no,2,failure,no
48,management,married,primary,606,no,no,3,failure,no
62,unknown,married,secondary,367,no,no,1,failure,no
33,management,married,tertiary,1390,no,no,1,failure,no
52,technician,married,secondary,0,yes,no,1,failure,yes
53,housemaid,married,secondary,1182,yes,no,1,failure,no
45,management,single,tertiary,1411,no,no,2,failure,yes
57,management,married,primary,772,yes,no,1,failure,no
31,management,married,tertiary,155,yes,no,1,failure,no
56,retired,married,unknown,230,no,no,1,failure,no
32,management,single,tertiary,2915,no,no,1,failure,yes
79,retired,married,secondary,723,no,no,1,failure,yes
30,management,single,tertiary,147,no,no,1,failure,yes
50,blue-collar,married,primary,3764,no,no,2,failure,yes
35,technician,married,secondary,114,yes,yes,3,failure,no
31,management,single,tertiary,12569,no,no,1,failure,yes
45,admin.,married,secondary,129,yes,no,2,failure,no
34,management,married,tertiary,158,no,no,2,failure,yes
23,student,single,primary,1235,no,no,2,failure,no
58,housemaid,married,primary,4605,no,no,1,failure,no
63,retired,married,secondary,2747,no,no,1,failure,no
46,blue-collar,married,secondary,640,yes,no,2,failure,yes
47,technician,divorced,secondary,1013,no,no,1,failure,yes
46,management,married,tertiary,273,yes,no,1,failure,yes
50,housemaid,married,secondary,388,no,no,2,failure,yes
48,management,married,tertiary,2,no,no,1,failure,no
40,technician,married,secondary,1819,no,no,1,failure,no
34,management,single,tertiary,417,yes,no,2,failure,no
25,management,single,tertiary,553,yes,no,4,failure,no
25,management,single,tertiary,808,no,no,2,failure,yes
59,technician,married,tertiary,883,no,no,1,failure,no
46,management,single,secondary,5993,no,no,1,failure,no
32,management,divorced,tertiary,530,yes,no,1,failure,no
37,management,married,tertiary,539,no,no,2,failure,no
65,retired,married,secondary,1176,no,no,1,failure,no
23,technician,single,secondary,4545,no,no,1,failure,no
20,student,single,secondary,1191,no,no,2,failure,no
29,admin.,single,tertiary,14,no,no,1,failure,no
50,technician,divorced,secondary,0,no,no,1,failure,yes
36,admin.,married,tertiary,1145,yes,no,1,failure,no
35,management,married,tertiary,2088,yes,no,1,failure,no
36,technician,married,tertiary,202,no,no,1,failure,no
54,management,single,tertiary,2081,no,no,2,failure,no
34,housemaid,single,secondary,1363,no,no,1,failure,no
59,management,married,tertiary,4152,yes,no,6,failure,no
44,blue-collar,married,secondary,1495,yes,no,1,failure,no
37,management,single,tertiary,1027,yes,no,1,failure,yes
34,entrepreneur,single,secondary,318,yes,no,1,failure,no
34,technician,married,tertiary,0,no,no,1,failure,no
57,retired,married,secondary,415,no,no,1,failure,no
26,admin.,single,secondary,125,no,no,1,failure,no
37,blue-collar,married,secondary,604,yes,no,1,failure,yes
33,management,single,tertiary,5437,no,no,1,failure,yes
25,admin.,single,tertiary,1185,no,no,1,failure,yes
30,admin.,single,secondary,873,no,no,1,failure,no
31,management,single,tertiary,9629,no,no,2,failure,no
29,technician,single,tertiary,172,yes,yes,2,failure,no
61,housemaid,married,tertiary,1389,no,no,3,failure,no
32,management,single,tertiary,2983,yes,no,1,failure,no
56,unemployed,married,secondary,12,no,no,3,failure,yes
83,retired,married,tertiary,6236,no,no,1,failure,no
55,admin.,married,secondary,9329,no,no,1,failure,no
59,unemployed,married,secondary,0,no,no,1,failure,no
46,entrepreneur,divorced,secondary,1187,no,yes,1,failure,no
39,technician,divorced,secondary,385,no,no,1,failure,yes
31,self-employed,married,secondary,581,yes,no,1,failure,no
45,technician,married,unknown,886,yes,no,2,failure,no
43,management,married,tertiary,1188,no,no,2,failure,no
36,admin.,divorced,secondary,592,no,no,2,failure,yes
32,technician,married,tertiary,2688,no,no,1,failure,yes
46,management,married,tertiary,37378,yes,no,1,failure,no
34,technician,single,tertiary,144,yes,yes,1,failure,no
58,technician,married,primary,4198,no,no,5,failure,yes
30,admin.,married,secondary,0,no,no,1,failure,no
34,admin.,married,tertiary,35,yes,no,1,failure,no
54,blue-collar,married,primary,1311,no,no,3,failure,yes
40,unemployed,single,tertiary,79,no,no,1,failure,yes
57,management,married,tertiary,1318,no,no,1,failure,yes
75,retired,married,secondary,3771,no,no,1,failure,yes
31,management,married,tertiary,6138,no,no,2,failure,yes
31,admin.,single,secondary,523,no,yes,1,failure,no
65,retired,married,primary,493,no,no,1,failure,no
33,management,single,tertiary,8514,no,no,1,failure,no
73,retired,married,unknown,519,no,no,1,failure,yes
40,technician,married,secondary,2266,no,no,1,failure,yes
44,technician,single,tertiary,643,no,no,1,failure,yes
45,blue-collar,single,secondary,0,yes,no,1,failure,no
62,retired,married,primary,1515,yes,no,1,failure,no
56,management,single,unknown,111,no,no,1,failure,no
30,admin.,single,tertiary,261,no,no,1,failure,no
54,management,married,unknown,831,yes,yes,3,failure,no
60,management,married,secondary,0,no,no,3,failure,no
61,admin.,married,secondary,1541,no,no,1,failure,no
31,unemployed,single,secondary,8304,no,no,1,failure,no
39,management,married,tertiary,1802,no,no,1,failure,no
22,student,single,primary,3472,no,no,1,failure,yes
43,technician,married,secondary,69,yes,yes,1,failure,no
28,management,single,tertiary,80,no,no,2,failure,yes
53,housemaid,married,primary,2581,no,no,1,failure,yes
69,retired,married,tertiary,473,no,no,1,failure,no
33,admin.,married,tertiary,79,yes,no,2,failure,yes
30,technician,single,tertiary,411,no,no,3,failure,yes
55,services,married,secondary,0,no,no,1,failure,no
38,management,married,tertiary,4174,no,no,2,failure,yes
33,services,divorced,secondary,2411,yes,no,1,failure,yes
73,retired,married,primary,796,no,no,1,failure,yes
57,management,married,primary,6900,no,no,4,failure,yes
33,management,married,tertiary,5878,no,no,1,failure,yes
35,technician,single,secondary,183,no,no,1,failure,yes
40,admin.,married,tertiary,1108,no,no,2,failure,no
40,admin.,married,secondary,0,no,no,2,failure,no
44,management,divorced,tertiary,36,no,no,2,failure,no
59,retired,married,tertiary,1425,no,no,2,failure,no
52,admin.,married,secondary,722,no,no,2,failure,no
73,retired,married,primary,542,no,no,1,failure,yes
55,admin.,married,secondary,865,yes,no,1,failure,no
46,management,single,tertiary,311,yes,yes,1,failure,no
28,technician,single,unknown,0,yes,no,1,failure,yes
38,blue-collar,single,secondary,0,no,no,1,failure,yes
52,services,married,secondary,992,yes,no,1,failure,yes
59,housemaid,married,secondary,0,no,no,1,failure,no
60,housemaid,married,primary,182,no,no,2,failure,no
29,technician,married,secondary,1599,yes,no,1,failure,no
61,retired,married,secondary,89,no,no,1,failure,no
30,admin.,single,secondary,914,yes,no,3,failure,yes
61,blue-collar,married,secondary,272,no,no,1,failure,no
66,retired,married,tertiary,1948,no,no,2,failure,yes
53,technician,married,tertiary,395,no,no,1,failure,yes
34,technician,single,secondary,920,yes,no,1,failure,no
62,blue-collar,married,primary,115,no,no,4,failure,no
30,technician,single,secondary,853,no,no,1,failure,yes
56,retired,married,primary,1947,no,no,2,failure,no
60,management,married,tertiary,3401,no,no,1,failure,yes
46,housemaid,married,primary,3512,no,no,1,failure,yes
33,management,married,tertiary,3301,yes,no,2,failure,no
20,student,single,primary,0,no,no,4,failure,no
38,technician,married,tertiary,732,no,no,2,failure,no
70,technician,married,secondary,3020,no,no,2,failure,no
54,technician,married,secondary,473,no,yes,1,failure,yes
35,technician,married,secondary,580,yes,no,2,failure,no
72,retired,single,tertiary,1285,no,no,5,failure,no
55,management,divorced,tertiary,2037,no,no,2,failure,yes
44,technician,married,tertiary,1818,yes,yes,2,failure,no
48,management,married,secondary,0,yes,yes,1,failure,yes
36,management,single,tertiary,62,yes,no,1,failure,yes
55,management,single,tertiary,0,no,no,3,failure,no
36,self-employed,married,tertiary,506,no,no,1,failure,yes
40,blue-collar,married,secondary,1508,no,no,2,failure,no
27,management,single,tertiary,1720,no,no,2,failure,yes
36,unemployed,married,tertiary,7222,yes,no,4,failure,no
31,management,married,tertiary,1812,no,no,1,failure,no
29,admin.,single,secondary,2,no,no,1,failure,no
34,management,married,tertiary,1778,no,no,1,failure,yes
31,management,single,tertiary,220,yes,no,2,failure,no
60,technician,married,tertiary,6573,yes,no,2,failure,no
33,technician,married,secondary,6699,no,no,1,failure,no
60,self-employed,married,tertiary,10861,no,no,1,failure,yes
34,admin.,married,secondary,2374,yes,no,1,failure,yes
35,management,single,tertiary,1228,no,no,2,failure,yes
53,management,married,tertiary,1356,yes,no,2,failure,no
24,student,single,secondary,125,no,no,1,failure,yes
32,technician,single,tertiary,1527,yes,no,1,failure,no
33,management,married,tertiary,22867,yes,no,2,failure,yes
57,management,married,secondary,2155,no,yes,3,failure,yes
52,unemployed,married,secondary,94,no,no,3,failure,yes
33,management,married,tertiary,1388,yes,no,1,failure,no
27,admin.,single,secondary,4590,yes,no,4,failure,yes
52,technician,married,tertiary,1785,no,no,3,failure,no
35,management,single,tertiary,612,no,no,1,failure,no
35,admin.,single,tertiary,5007,yes,no,1,failure,no
23,technician,single,secondary,598,no,no,1,failure,yes
51,management,married,tertiary,938,no,no,2,failure,no
33,services,married,secondary,1076,no,no,1,failure,yes
28,self-employed,single,tertiary,805,no,no,5,failure,no
33,services,married,secondary,386,no,no,1,failure,yes
65,retired,married,secondary,1370,no,no,1,failure,no
30,unemployed,single,secondary,2424,no,no,1,failure,yes
51,management,married,tertiary,346,no,no,2,failure,yes
32,management,married,tertiary,1331,no,no,1,failure,yes
