pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem,satis_1,satis_2,satis_3,satis
109630001,1096300,1,1,1,8,1,3,1,48,5,2,9,1,1,2,1,4,6,1,6,6,6,6,4,4,4,4,4,3,3,4,4,3,4,3,2,4,4,3,4,4,3,4,4,3,2,3,4,3,3.380952381,4,4,5,5,4,4,3,4,3,2,4,4,3,4,4,4,3,4,3,4,4,5,4,3,3,3.76,3,3,1,3,1,2,2,2,1,1,32,4,5,4,4.333333333
109630002,1096300,2,1,1,8,1,3,2,45,4,2,5,1,1,2,1,5,5,1,6,6,6,6,4,4,4,4,4,3,4,4,3,4,5,2,2,4,3,4,4,3,4,4,5,4,2,3,4,3,3.523809524,4,4,5,4,4,5,4,3,4,3,4,4,3,4,4,4,3,3,4,3,4,4,3,4,4,3.8,3,2,1,2,2,2,1,3,1,2,26,4,5,4,4.333333333
109630003,1096300,3,1,1,8,1,3,1,16,4,1,1,2, ,2,1,1,9,1,1,4,4,1,9,6,6,9,7.5,4,4,4,5,5,4,4,5,3,4,3,2,4,4,5,4,4,4,5,3,3,3.952380952,5,5,5,4,5,4,4,5,4,4,3,4,4,3,4,4,5,4,4,4,5,4,4,3,3,4.12,3,3,1,2,1,2,2,2,1,2,30,4,3,3,3.333333333
109630004,1096300,4,1,1,8,1,3,1,14,3,1,1,2, ,2,1,1,9,1,1,5,5,1,9,5,5,9,7,4,3,4,4,3,4,4,5,3,4,3,4,4,4,5,3,3,3,4,2,3,3.619047619,4,5,4,5,4,5,4,4,4,3,4,4,5,4,5,4,4,3,4,4,5,3,4,3,3,4.04,3,2,1,2,2,3,2,2,1,2,29,4,5,4,4.333333333
109640001,1096400,1,1,1,8,1,3,1,61,5,2,9,1,1,2,1,5,5,1,8,9,9,9,2,1,1,1,1.25,4,4,3,3,4,4,4,5,4,3,4,5,4,3,4,4,4,4,3,3,3,3.761904762,4,4,4,5,4,3,4,4,4,5,4,3,4,4,5,4,4,4,4,4,3,4,4,3,4,3.96,3,3,1,3,2,3,3,2,1,1,33,5,6,6,5.666666667
109640002,1096400,2,1,1,8,1,3,2,53,5,2,5,1,1,1,1,4,6,1,7,7,6,6,3,3,4,4,3.5,3,4,4,3,3,4,4,3,4,4,3,3,4,3,4,3,4,4,3,3,3,3.476190476,4,4,3,4,5,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,3,3.76,3,3,1,3,3,4,3,3,2,1,31,6,6,6,6
109640003,1096400,3,1,1,8,1,3,2,21,5,1,1,2, ,2,1,5,5,1,3,5,5,3,7,5,5,7,6,4,5,5,4,4,5,4,4,3,4,5,4,5,4,3,4,5,4,4,4,3,4.142857143,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,3,4,3,4,5,4,3,4,4.16,3,3,1,3,3,4,3,3,1,1,32,6,6,6,6
109650001,1096500,1,1,1,8,1,2,1,64,5,2,9,1,1,2,1,4,6,1,8,9,9,7,2,1,1,3,1.75,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,5,4,3,3,4,3,3.714285714,4,4,4,5,5,5,4,5,4,4,5,4,5,3,4,4,4,3,4,4,5,4,3,3,3,4.08,4,3,2,3,3,4,3,3,2,2,30,6,6,6,6
109650002,1096500,2,1,1,8,1,2,2,61,4,2,1,2, ,1,1,5,5,2, , , , ,0,0,0,0,0,4,3,3,4,5,4,3,4,5,3,4,5,4,3,3,4,3,4,5,3,3,3.761904762,4,3,3,4,5,4,4,3,4,3,4,4,3,4,5,4,3,4,4,3,4,5,4,3,3,3.76,3,3,2,3,2,3,3,2,2,2,30,5,6,6,5.666666667
109660001,1096600,1,1,1,8,1,3,1,42,5,2,8,1,1,2,1,4,6,1,3,2,3,2,7,8,7,8,7.5,4,4,5,4,4,5,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4.238095238,4,4,5,4,4,4,4,5,4,4,5,5,4,5,4,4,5,5,4,4,4,4,5,4,4,4.32,3,3,1,3,3,3,3,2,1,1,32,5,5,5,5
109660002,1096600,2,1,1,8,1,3,2,41,5,2,6,1,1,2,1,3,7,1,3,3,3,3,7,7,7,7,7,4,5,5,5,4,4,4,5,5,4,4,5,4,5,5,4,4,4,4,4,4,4.380952381,4,5,4,5,5,4,5,4,5,5,4,4,4,5,5,4,4,4,5,5,4,4,4,4,4,4.4,3,3,2,3,3,3,3,3,2,2,28,6,6,6,6
109670001,1096700,1,1,1,8,1,3,1,52,5,2,5,1,1,1,1,5,5,1,3,2,3,4,7,8,7,6,7,4,4,4,5,4,4,4,5,4,4,5,4,4,5,5,4,4,4,3,3,3,4.095238095,5,4,4,5,5,4,4,3,4,5,4,4,5,4,4,4,5,4,5,4,4,4,3,4,4,4.2,3,3,1,3,2,3,3,3,1,1,32,6,6,6,6
109670002,1096700,2,1,1,8,1,3,2,51,5,2,6,1,1,2,1,5,5,1,3,2,3,2,7,8,7,8,7.5,3,3,5,4,5,4,3,4,5,4,3,4,5,4,4,3,4,5,4,3,3,3.904761905,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,5,5,4,5,4,4,4,3,4,3,4.28,3,4,1,3,3,3,2,3,1,1,31,6,6,6,6
109670003,1096700,3,1,1,8,1,3,1,22,5,1,1,2, ,2,1,2,8,1,3,2,3,3,7,8,7,7,7.25,5,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,5,4,3,4,3,4.19047619,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,4,4,5,4,4,4.44,3,4,1,4,3,4,3,3,2,1,33,6,6,6,6
109670004,1096700,4,1,1,8,1,3,1,20,4,1,1,2, ,2,1,3,7,1,3,2,2,3,7,8,8,7,7.5,4,5,5,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4.238095238,5,5,4,5,4,4,5,4,5,5,4,4,5,5,4,4,5,4,4,5,5,5,3,4,5,4.48,3,3,1,3,3,3,3,2,1,1,32,6,6,6,6
109680002,1096800,2,0,1,8,1,2,2,67,4,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,3,4,4,3,4,3,3,3,4,3,4,3,4,3,4,3,3,3,4,3,3,3.380952381,4,4,4,3,4,3,4,4,3,4,4,3,3,3,3,3,4,3,3,2,3,3,2,2,2,3.2,2,2,1,1,2,2,2,2,1,1,27,5,5,5,5
109690001,1096900,1,1,1,8,1,3,1,45,5,2,8,1,1,1,1,4,6,1,4,4,4,3,6,6,6,7,6.25,4,3,4,5,4,4,3,4,5,4,4,4,5,4,5,4,4,4,5,3,3,4.047619048,4,4,5,5,4,4,5,4,4,3,4,5,4,4,5,4,4,3,4,4,4,3,4,3,3,4,3,3,2,3,1,3,3,3,1,1,32,4,5,5,4.666666667
109690002,1096900,2,1,1,8,1,3,2,43,5,2,5,1,1,1,1,5,5,1,7,7,7,7,3,3,3,3,3,4,4,3,4,5,4,3,4,4,5,4,3,4,4,3,4,3,3,4,2,2,3.619047619,4,4,5,5,4,4,3,4,4,3,4,4,2,2,4,4,3,3,3,4,4,4,3,2,2,3.52,3,2,1,3,2,2,2,3,1,3,27,4,4,5,4.333333333
109690003,1096900,3,1,1,8,1,3,1,14,3,1,1,2, ,1,1,1,9,1,1,5,6,1,9,5,4,9,6.75,3,4,4,4,5,4,3,2,3,3,4,2,4,3,4,4,3,3,4,2,2,3.333333333,3,4,4,5,4,4,4,5,4,3,4,4,3,3,3,4,3,2,3,4,3,4,3,2,2,3.48,3,2,1,2,1,2,2,3,1,1,29,4,3,3,3.333333333
109700002,1097000,2,1,1,8,1,3,2,36,5,2,1,2, ,1,1,4,6,1,3,3,3,3,7,7,7,7,7,4,5,4,5,4,4,5,4,4,5,4,4,4,5,5,4,4,5,4,4,3,4.285714286,4,4,4,5,5,4,4,5,4,4,5,4,5,4,5,5,4,4,4,5,5,4,4,4,5,4.4,3,3,1,3,3,3,2,3,1,1,30,6,6,6,6
109710001,1097100,1,1,1,8,1,3,1,63,5,2,9,1,3,2,1,4,6,1,7,6,7,7,3,4,3,3,3.25,4,4,5,4,3,4,4,3,4,5,4,3,4,5,4,4,4,3,3,3,3,3.80952381,4,5,4,4,4,3,4,4,4,3,4,4,3,4,5,4,3,4,4,4,5,4,4,3,3,3.88,3,3,1,3,2,3,3,3,2,1,31,6,5,6,5.666666667
109710002,1097100,2,1,1,8,1,3,2,56,5,2,4,1,1,2,1,4,6,1,6,9,7,8,4,1,3,2,2.5,3,4,4,5,3,4,4,5,4,3,4,4,4,4,3,4,4,3,3,3,3,3.714285714,4,4,5,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,5,4,4,3,3,3,3,3.76,3,2,1,3,3,3,3,2,1,1,31,6,6,6,6
109710003,1097100,3,1,1,8,1,3,2,31,5,1,5,1,1,2,1,5,5,1,2,2,2,1,8,8,8,9,8.25,4,5,4,5,4,5,4,4,5,4,5,4,4,5,4,4,3,4,4,3,3,4.142857143,4,5,4,4,5,4,3,4,4,5,4,4,3,4,5,4,4,4,5,4,4,3,4,3,3,4,3,3,3,3,2,3,3,3,1,1,30,6,6,6,6
109720001,1097200,1,1,1,8,1,3,1,37,5,2,8,1,1,2,1,4,6,1,4,6,5,5,6,4,5,5,5,4,5,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4.238095238,5,4,5,4,4,5,4,4,5,4,5,4,4,4,5,5,4,4,5,4,4,4,5,4,4,4.36,3,3,1,3,3,3,3,2,2,1,31,5,6,5,5.333333333
109720002,1097200,2,1,1,8,1,3,2,33,5,2,5,1,1,2,1,4,6,1,3,4,4,3,7,6,6,7,6.5,5,4,4,4,5,4,4,5,4,5,4,4,5,4,4,4,5,4,4,4,4,4.285714286,4,4,4,4,5,4,4,5,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,4,4.24,3,3,1,3,2,3,3,2,1,1,33,6,6,6,6
109730002,1097300,2,1,1,8,1,3,2,47,5,2,6,1,1,2,1,5,5,1,5,5,6,6,5,5,4,4,4.5,4,4,3,4,5,5,4,3,4,4,4,3,4,4,3,4,5,4,4,3,4,3.904761905,4,3,4,5,4,4,3,4,4,4,3,4,4,5,4,4,4,3,4,4,4,5,4,4,4,3.96,3,3,1,3,2,3,3,3,2,2,30,6,6,6,6
109780001,1097800,1,1,1,8,1,3,1,60,4,2,7,1,1,2,1,4,6,1,5,7,7,6,5,3,3,4,3.75,3,3,4,4,3,5,3,3,4,4,3,3,5,5,4,4,3,3,4,3,3,3.619047619,5,5,5,5,5,4,3,3,5,3,5,5,4,4,5,5,5,5,4,3,5,3,4,3,3,4.24,2,3,1,3,1,4,3,3,1,1,33,6,6,5,5.666666667
109780002,1097800,2,1,1,8,1,3,2,57,5,2,1,2, ,1,1,5,5,1,5,7,6,5,5,3,4,5,4.25,3,3,2,2,2,3,2,1,3,3,2,2,4,4,3,3,2,1,1,2,2,2.380952381,4,5,5,4,4,3,2,2,5,3,4,4,3,3,5,5,4,4,3,2,4,2,3,3,2,3.52,3,3,1,3,1,4,3,3,1,1,34,6,5,6,5.666666667
109780003,1097800,3,1,1,8,1,3,1,35,5,1,7,1,1,2,1,4,6,1,4,7,7,4,6,3,3,6,4.5,4,5,4,3,3,4,4,3,5,5,4,4,5,5,4,4,3,3,4,3,4,3.952380952,5,4,5,5,5,4,3,3,5,3,5,5,4,4,5,5,5,5,4,3,5,3,3,4,3,4.2,3,2,1,3,1,4,3,3,1,1,33,7,7,6,6.666666667
109780004,1097800,4,1,1,8,1,3,2,33,5,1,7,1,1,2,1,5,5,1,4,6,6,4,6,4,4,6,5,4,4,5,3,3,4,5,5,4,3,3,5,5,5,5,5,4,4,3,4,3,4.095238095,5,5,5,5,4,5,3,3,5,3,5,5,4,4,5,5,4,4,5,3,5,3,4,4,3,4.24,2,2,1,3,1,3,2,2,1,1,31,7,6,6,6.333333333
109790001,1097900,1,1,1,1,1,3,1,54,4,2,10,1,1,1,1,4,6,1,6,6,6,6,4,4,4,4,4,3,3,2,2,3,4,3,2,3,3,4,4,3,4,4,3,4,2,2,3,2,3,4,4,5,5,4,4,3,3,5,4,3,3,4,4,5,5,5,5,4,4,5,3,4,4,3,4.08,2,2,1,3,1,4,3,3,1,1,32,6,7,6,6.333333333
109790002,1097900,2,1,1,1,1,3,2,52,4,2,5,1,1,1,1,5,5,1,6,6,6,6,4,4,4,4,4,3,3,2,2,2,4,2,2,4,3,3,2,4,4,3,3,3,2,2,2,2,2.714285714,5,5,4,4,5,5,2,2,4,3,5,5,4,4,5,5,4,4,3,3,4,2,2,3,3,3.8,2,3,1,3,1,3,2,2,1,1,32,5,6,6,5.666666667
109790003,1097900,3,1,1,1,1,3,2,28,5,1,5,1,1,1,1,5,5,1,4,5,6,6,6,5,4,4,4.75,4,4,5,3,3,4,5,5,4,3,5,4,4,5,5,4,3,3,4,3,3,3.952380952,5,5,4,4,5,5,4,4,5,3,3,5,5,4,4,5,5,5,4,4,5,3,3,4,4,4.28,3,3,1,3,1,4,3,3,1,1,34,5,6,5,5.333333333
109790004,1097900,4,1,1,1,1,3,2,26,5,1,5,1,1,1,1,4,6,1,4,5,6,6,6,5,4,4,4.75,4,4,3,5,4,3,3,4,5,4,4,5,5,4,3,3,4,4,3,3,3,3.80952381,5,5,4,5,5,4,4,3,3,5,4,5,5,4,5,5,4,4,3,3,4,3,3,4,4,4.12,3,3,1,4,1,4,3,3,1,1,35,6,6,7,6.333333333
109800001,1098000,1,1,1,1,1,3,1,51,5,2,11,1,1,1,1,6,4,1,8,9,8,8,2,1,2,2,1.75,3,4,3,5,4,3,3,5,4,3,4,4,3,3,4,3,4,4,3,3,3,3.571428571,5,4,4,5,5,4,3,5,4,4,5,5,4,4,5,5,4,5,4,3,3,3,4,4,3,4.16,3,4,1,3,1,4,3,3,1,1,35,6,6,7,6.333333333
109800002,1098000,2,1,1,1,1,3,2,49,5,2,1,2, ,1,1,5,5,1,7,7,7,7,3,3,3,3,3,3,4,3,2,2,3,3,2,4,4,3,3,5,4,5,4,2,2,3,3,2,3.142857143,5,5,4,4,5,4,3,3,4,5,4,4,5,5,4,5,5,4,5,3,3,2,3,4,3,4.04,3,3,1,4,1,4,3,3,1,1,35,6,7,6,6.333333333
109800003,1098000,3,1,1,1,1,3,1,22,5,1,1,2, ,1,1,4,6,1,5,6,6,5,5,4,4,5,4.5,4,5,5,4,3,4,4,5,5,4,5,4,3,5,5,4,3,4,4,3,3,4.095238095,5,5,5,5,4,5,5,4,3,3,5,5,4,5,4,4,4,4,5,4,3,3,4,3,3,4.16,3,3,1,4,1,3,4,3,1,1,35,5,6,6,5.666666667
109810001,1098100,1,1,1,8,1,1,2,61,4,3,5,1,1,1,1,5,5,1,6,9,9,9,4,1,1,1,1.75,3,3,2,1,1,2,2,2,2,1,1,2,3,3,2,2,1,1,1,1,1,1.761904762,4,5,5,4,4,3,2,2,3,2,3,2,2,2,3,3,3,3,4,2,3,2,2,2,2,2.88,2,2,1,2,1,4,2,2,1,1,31,5,5,4,4.666666667
109820001,1098200,1,1,1,1,1,3,1,60,4,2,9,1,1,2,1,5,5,1,8,8,8,8,2,2,2,2,2,4,4,3,4,3,5,4,3,3,4,4,3,5,5,4,3,3,4,3,3,3,3.666666667,5,5,5,5,5,4,4,3,3,3,5,4,4,3,3,5,4,4,3,3,5,3,4,3,3,3.92,2,3,1,2,1,3,2,2,1,1,31,5,6,5,5.333333333
109820002,1098200,2,1,1,1,1,3,2,56,4,2,1,2, ,2,1,5,5,1,7,7,7,7,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,2,4,4,3,3,2,2,1,1,1,2.380952381,5,4,4,5,5,4,2,2,5,2,4,4,2,2,4,5,5,4,3,2,2,2,3,2,2,3.36,2,2,1,3,1,2,2,2,1,1,30,6,6,5,5.666666667
109820003,1098200,3,1,1,1,1,3,2,32,5,1,6,1,1,2,1,4,6,1,5,5,5,5,5,5,5,5,5,4,4,3,5,4,3,3,4,3,5,4,3,5,5,4,4,3,5,4,3,3,3.857142857,4,5,5,4,5,5,4,3,3,5,4,5,4,3,5,5,4,4,5,3,3,4,4,3,3,4.08,3,3,1,4,1,3,4,3,1,1,35,6,7,6,6.333333333
109830001,1098300,1,1,1,8,1,3,1,59,5,2,11,1,1,2,1,4,6,1,5,7,7,7,5,3,3,3,3.5,3,3,4,3,4,3,3,3,4,4,3,3,5,5,4,4,3,3,3,3,3,3.476190476,4,4,4,5,5,4,4,3,3,3,5,5,4,4,5,5,5,5,3,3,4,3,3,3,3,3.96,2,2,1,3,1,3,2,2,1,1,31,6,5,5,5.333333333
109830002,1098300,2,1,1,8,1,3,2,56,4,2,1,2, ,2,1,5,5,1,5,5,7,7,5,5,3,3,4,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2.476190476,5,5,4,4,4,5,3,2,4,2,4,4,3,3,5,5,5,5,4,2,4,2,2,2,2,3.6,2,2,1,3,1,3,2,2,1,1,31,5,6,6,5.666666667
109830003,1098300,3,1,1,8,1,3,1,29,4,1,7,1,1,2,1,4,6,1,4,4,6,6,6,6,4,4,5,4,4,3,5,4,5,4,3,3,4,4,3,5,5,4,4,3,3,4,4,3,3.857142857,5,5,5,5,5,4,4,3,5,3,5,5,4,4,5,5,5,5,4,3,5,3,3,3,3,4.24,3,3,1,4,1,4,3,3,1,1,35,6,7,6,6.333333333
109850001,1098500,1,1,1,8,1,3,1,49,5,2,11,1,1,2,1,4,6,1,5,7,5,5,5,3,5,5,4.5,4,5,4,3,3,4,3,5,4,3,3,5,5,4,3,4,3,3,4,4,3,3.761904762,5,4,5,5,4,4,5,4,3,5,4,3,3,5,4,4,3,3,4,3,4,3,5,4,4,4,3,3,1,3,1,4,3,3,1,1,34,6,7,6,6.333333333
109850002,1098500,2,1,1,8,1,3,2,47,5,2,7,1,1,2,1,5,5,1,5,6,5,5,5,4,5,5,4.75,3,4,3,3,3,5,4,3,5,5,4,4,5,5,4,4,3,3,4,3,3,3.80952381,5,5,4,4,5,5,3,3,5,3,5,5,3,3,5,5,4,4,5,3,5,3,4,3,3,4.08,3,3,1,4,1,4,3,3,1,1,35,6,7,7,6.666666667
109850003,1098500,3,1,1,8,1,3,1,21,5,1,1,2, ,2,1,4,6,1,4,6,6,4,6,4,4,6,5,4,5,4,3,3,4,5,4,4,3,3,5,4,4,5,4,3,4,4,3,3,3.857142857,5,5,5,5,5,4,4,5,3,4,5,5,4,4,5,5,5,5,4,4,5,3,3,4,4,4.4,3,3,1,4,1,4,3,3,1,1,35,6,6,5,5.666666667
109850004,1098500,4,1,1,8,1,3,2,19,5,1,1,2, ,2,1,4,6,1,4,6,6,5,6,4,4,5,4.75,4,5,4,3,3,4,3,5,5,4,4,3,3,5,5,4,3,3,4,3,3,3.80952381,5,5,5,5,5,4,4,3,5,5,4,4,5,5,5,5,5,5,4,3,5,3,4,4,3,4.4,2,2,1,3,1,4,3,2,1,1,33,6,7,6,6.333333333
109860001,1098600,1,1,1,1,1,2,1,33,5,2,9,1,1,1,1,4,6,1,6,6,6,6,4,4,4,4,4,4,5,5,4,3,5,4,4,5,5,4,4,3,5,4,4,5,4,4,3,4,4.19047619,5,5,4,5,5,4,4,3,5,3,5,5,4,5,4,5,5,4,5,3,3,4,3,4,4,4.24,3,3,1,3,1,4,3,3,1,1,34,6,7,6,6.333333333
109860002,1098600,2,1,1,1,1,2,2,31,5,2,7,1,1,1,1,5,5,1,4,5,5,6,6,5,5,4,5,4,3,4,5,4,4,5,4,3,3,5,4,5,5,4,4,3,3,4,4,4,4,5,5,5,5,4,4,5,4,3,3,5,5,5,4,4,5,5,4,5,3,3,4,3,3,3,4.16,3,3,1,4,1,4,3,3,1,1,35,6,7,7,6.666666667
109900001,1099000,1,1,1,4,1,1,1,35,5,1,9,1,1,2,1,3,7,1,7,9,9,9,3,1,1,1,1.5,4,4,4,4,5,5,3,4,5,5,3,3,5,5,4,4,4,4,5,4,4,4.19047619,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4.92,3,3,1,3,1,3,3,3,1,1,33,6,5,6,5.666666667
109910001,1099100,1,1,1,4,1,2,1,37,5,2,9,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,3,4,4,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,4,3,3.380952381,4,4,4,4,4,4,4,4,5,5,5,4,4,4,3,2,2,3,3,4,3,3,3,3,3,3.64,3,3,1,3,2,4,3,4,1,1,32,6,5,6,5.666666667
109910002,1099100,2,1,1,4,1,2,2,37,5,2,8,1,1,2,1,4,6,1,6,9,7,9,4,1,3,1,2.25,2,3,3,3,4,4,2,3,4,5,3,3,4,3,3,4,3,3,3,3,3,3.238095238,4,5,4,4,5,4,4,5,5,4,5,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3.76,3,4,1,3,2,4,4,3,1,1,35,5,6,5,5.333333333
109920001,1099200,1,1,1,4,1,3,1,54,4,2,9,1,3,2,1,3,7,2, , , , ,0,0,0,0,0,3,2,3,3,3,4,4,4,3,4,2,2,3,2,1,2,2,1,2,2,2,2.571428571,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,3,3,3,4,2,2,2,2,2,2,3.36,2,2,1,3,2,3,3,3,1,1,30,5,4,5,4.666666667
109920002,1099200,2,1,1,4,1,3,2,53,4,2,4,1,1,2,1,2,8,1,4,7,9,9,6,3,1,1,2.75,3,4,3,4,3,3,2,3,4,3,2,3,2,1,2,1,2,2,1,2,2,2.476190476,4,4,4,5,4,4,4,5,5,4,4,4,3,2,3,2,1,2,2,1,2,2,2,1,2,3.04,3,3,1,3,2,3,3,3,2,2,30,6,6,5,5.666666667
109920003,1099200,3,1,1,4,1,3,1,27,5,1,5,1,1,2,1,5,5,1,6,9,9,9,4,1,1,1,1.75,4,5,4,5,4,4,4,5,5,4,3,2,3,3,2,3,2,3,4,4,2,3.571428571,4,5,4,5,5,5,5,5,5,4,5,4,4,3,3,4,3,3,2,3,2,3,3,3,3,3.8,3,3,1,3,2,4,3,4,1,1,32,6,5,6,5.666666667
109930001,1099300,1,1,1,4,1,3,1,52,4,2,9,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,2,3,3,3,2,3,2,3,2,2,3,2,2,1,1,2,2,1,1,1,2.095238095,4,4,5,5,5,4,3,4,5,4,4,4,3,3,4,3,3,4,4,1,1,1,1,1,1,3.24,3,3,1,3,2,3,3,3,1,1,32,5,6,5,5.333333333
109930002,1099300,2,1,1,4,1,3,2,52,4,2,1,2, ,2,1,6,4,1,6,7,7,6,4,3,3,4,3.5,2,1,2,4,4,4,2,2,4,4,2,2,4,3,2,1,1,2,1,1,1,2.333333333,5,5,5,5,5,4,4,5,5,5,5,5,2,2,1,1,1,1,3,1,1,1,1,1,1,3,3,3,2,3,2,3,3,3,1,1,31,5,6,6,5.666666667
109930003,1099300,3,1,1,4,1,3,1,22,5,1,1,2, ,2,1,4,6,1,6,9,9,6,4,1,1,4,2.5,4,5,4,4,5,4,3,4,5,4,4,3,4,3,4,4,3,4,4,4,4,3.952380952,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,4,4,4,4.68,2,3,1,4,2,3,3,2,1,1,33,6,5,6,5.666666667
109940001,1099400,1,1,1,4,1,3,1,52,5,2,13,1,3,2,1,4,6,1,1,4,4,6,9,6,6,4,6.25,3,3,3,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,3.666666667,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4.04,3,4,1,3,2,4,4,3,1,1,35,6,5,6,5.666666667
109940002,1099400,2,1,1,4,1,3,2,50,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,2,3,3,2,2,4,3,2,4,4,2,2,4,4,2,2,1,1,1,1,1,2.380952381,5,5,5,5,5,4,4,5,5,4,5,5,3,1,3,3,2,2,2,2,1,1,1,1,1,3.2,3,4,1,3,2,3,4,3,1,1,34,5,6,5,5.333333333
109940003,1099400,3,1,1,4,1,3,2,22,5,1,1,2, ,2,1,1,9,1,3,7,6,6,7,3,4,4,4.5,4,5,4,4,4,5,4,5,4,4,3,3,5,5,5,5,5,4,4,3,3,4.19047619,5,5,5,5,5,4,5,5,5,4,5,5,3,3,4,4,4,4,4,4,3,3,3,3,3,4.12,3,3,1,3,2,4,4,3,1,1,34,5,6,6,5.666666667
109950001,1099500,1,1,1,4,1,2,1,53,4,2,8,1,1,2,1,2,8,1,7,8,7,9,3,2,3,1,2.25,3,3,4,4,4,4,3,3,4,4,3,3,4,3,3,3,3,2,3,2,2,3.19047619,5,5,5,5,5,5,4,4,5,5,5,4,3,4,3,3,3,3,4,2,2,2,2,2,2,3.68,3,3,1,3,2,4,3,4,1,1,32,5,4,5,4.666666667
109950002,1099500,2,1,1,4,1,2,2,52,4,2,1,2, ,2,1,1,9,1,1,9,9,6,9,1,1,4,3.75,2,2,3,3,4,4,3,2,4,4,2,1,4,3,2,2,2,2,2,2,2,2.619047619,5,5,5,5,5,4,4,5,5,3,5,4,2,2,2,1,2,2,1,1,1,1,1,2,2,3,2,3,1,3,2,3,3,3,1,1,31,5,4,5,4.666666667
109960001,1099600,1,1,1,4,1,3,1,43,4,2,8,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,3,4,3,3,2,3,3,3,4,4,3,3,3,3,2,2,1,2,1,1,1,2.571428571,4,4,4,4,4,4,4,4,4,4,5,5,3,3,2,1,2,1,2,1,2,1,1,1,1,2.84,3,3,1,3,2,3,3,3,1,1,32,5,6,6,5.666666667
109960002,1099600,2,1,1,4,1,3,2,42,4,2,6,1,1,2,1,6,4,1,4,3,5,4,6,7,5,6,6,3,3,4,4,4,5,3,3,4,5,3,2,4,4,1,1,3,1,1,1,1,2.857142857,5,5,5,5,5,4,4,5,5,4,5,5,4,3,4,4,1,1,1,1,4,1,1,1,1,3.36,3,4,1,3,2,4,4,3,1,1,35,6,5,6,5.666666667
109970001,1099700,1,1,1,4,1,3,1,52,5,2,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,2,3,2,3,3,3,3,3,3,2,2,3,2,1,2,2,1,2,2,2,2.333333333,5,5,5,5,5,5,4,5,5,4,5,5,2,1,1,2,2,1,1,1,1,1,1,1,1,2.96,3,3,1,3,3,3,3,3,1,1,31,6,5,6,5.666666667
109970002,1099700,2,1,1,4,1,3,2,51,4,2,4,1,1,2,1,5,5,1,4,9,9,4,6,1,1,6,3.5,3,2,3,3,3,2,2,3,3,3,2,1,2,1,2,1,1,1,1,1,1,1.952380952,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,1,1,1,1,1,1,2.72,3,3,2,3,2,3,3,3,2,1,30,6,5,6,5.666666667
