pid,year,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
100090002,2020,1000900,2,1,1,8,1,2,2,30,5,2,6,1,1,2,1,5,5,1,5,5,5,5,5,5,5,5,5,4,4,3,3,4,5,5,4,5,5,4,4,5,4,5,4,4,3,4,4,4,4.142857143,5,4,5,4,5,5,4,4,3,4,5,5,4,5,5,5,4,5,4,5,4,3,4,4,3,4.32,3,4,1,3,1,4,4,3,1,1,36
100120001,2020,1001200,1,1,1,8,1,2,1,60,5,2,9,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,3,2,4,3,2,5,3,2,5,4,3,2,5,4,2,2,4,3,4,3,4,3.285714286,5,5,5,4,4,5,4,3,4,3,5,5,3,5,5,4,4,5,5,4,3,3,4,2,2,4.04,4,3,1,2,4,3,2,1,2,1,30
100120002,2020,1001200,2,1,1,8,1,2,2,57,5,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,1,2,3,2,1,4,2,1,1,2,2,1,1,2,1,1,1,1,1.571428571,5,5,5,4,4,5,3,2,4,2,5,3,2,1,2,2,1,2,5,2,2,1,1,2,1,2.84,4,3,2,2,3,4,3,4,3,2,27
100130001,2020,1001300,1,1,1,8,1,2,1,40,5,2,9,1,1,2,1,2,8,1,6,6,9,9,4,4,1,1,2.5,4,3,3,5,4,5,3,3,5,5,3,3,4,4,3,4,5,3,4,3,3,3.761904762,5,5,5,5,4,5,4,4,5,3,5,5,4,3,5,4,2,3,5,5,4,5,3,4,3,4.2,2,2,1,3,2,3,2,3,3,2,26
100130002,2020,1001300,2,1,1,8,1,2,2,38,5,2,7,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,4,3,3,4,3,5,2,2,5,5,3,2,4,4,3,4,3,2,3,2,2,3.238095238,5,5,5,4,4,5,3,2,5,1,5,5,4,3,3,3,2,2,5,4,3,3,2,1,2,3.44,3,3,2,3,2,3,4,3,2,3,29
100140001,2020,1001400,1,1,1,8,1,3,1,56,3,2,8,1,1,1,1,5,5,2, , , , ,0,0,0,0,0,3,4,3,4,3,4,3,2,4,5,3,2,4,5,3,4,2,3,1,2,1,3.095238095,3,4,5,3,2,4,3,4,3,1,4,5,3,2,4,5,3,4,3,2,3,1,2,1,2,3.04,3,2,1,3,1,3,4,2,1,2,33
100140002,2020,1001400,2,1,1,8,1,3,2,55,5,2,6,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,3,4,3,4,2,3,1,3,4,5,3,1,4,5,3,4,2,1,2,1,2,2.857142857,4,5,4,3,4,5,4,3,2,3,4,5,4,2,4,5,3,4,5,4,3,4,2,3,1,3.6,3,4,2,3,1,3,4,2,1,2,34
100160001,2020,1001600,1,1,1,8,1,3,1,58,5,2,9,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,3,2,4,2,1,4,2,4,1,5,2,3,1,4,2,4,3,2,1,5,3,2.761904762,4,3,2,4,1,4,3,5,4,2,3,2,5,2,3,2,4,3,3,2,4,2,5,2,1,3,3,2,4,2,1,3,2,4,2,3,23
100160002,2020,1001600,2,1,1,8,1,3,2,60,4,2,1,2, ,1,1,1,9,1,2,4,3,4,8,6,7,6,6.75,3,4,2,4,2,3,4,5,3,2,4,2,5,3,2,4,1,4,2,3,1,3,4,5,3,2,5,3,2,4,4,2,1,4,2,1,4,3,5,3,3,2,1,4,5,2,1,3,3,4,2,3,1,3,2,4,2,1,30
100160003,2020,1001600,3,1,1,8,1,3,1,29,5,1,7,1,1,2,1,1,9,1,1,4,3,4,9,6,7,6,7,3,4,2,1,4,2,4,2,4,5,3,2,4,2,4,1,4,2,5,2,1,2.904761905,4,5,3,2,1,4,3,2,2,1,5,2,3,2,4,2,5,3,4,2,4,2,4,2,1,2.88,3,4,2,2,3,1,4,2,4,1,27
100170001,2020,1001700,1,1,1,8,1,3,1,50,5,2,9,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,4,3,4,5,4,3,4,3,4,3,4,3,4,3,4,3,2,4,3,2,3.428571429,5,4,5,4,5,3,4,3,3,2,3,2,3,2,4,3,4,3,5,3,5,4,3,2,3,3.48,2,3,1,2,1,2,3,2,1,2,30
100170002,2020,1001700,2,1,1,8,1,3,2,48,5,2,7,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,3,4,3,4,5,4,2,3,4,3,2,3,4,3,5,4,3,2,3,4,3,3.380952381,5,4,5,4,3,2,3,4,5,2,3,4,2,3,4,3,4,2,5,3,4,2,3,2,1,3.28,2,1,2,3,2,3,2,4,1,2,25
100170003,2020,1001700,3,1,1,8,1,3,1,16,4,1,1,2, ,2,1,1,9,1,1,9,9,5,9,1,1,5,4,4,5,3,4,5,4,5,4,3,2,1,2,5,4,5,4,3,2,4,3,4,3.619047619,4,5,4,5,4,3,4,5,3,2,1,3,2,3,5,3,4,3,5,3,5,4,2,4,3,3.56,2,1,2,3,2,3,2,3,1,2,26
100180001,2020,1001800,1,1,1,8,1,2,1,62,4,2,9,1,1,2,1,7,3,2, , , , ,0,0,0,0,0,3,4,3,4,2,4,3,2,4,5,3,2,4,5,3,2,3,2,3,1,2,3.047619048,4,3,3,4,2,4,3,2,2,3,2,4,3,2,4,5,3,2,4,3,2,4,2,1,2,2.92,3,2,1,3,2,3,4,2,1,2,32
100180002,2020,1001800,2,1,1,8,1,2,2,56,4,2,9,2, ,2,1,5,5,1,4,3,2,5,6,7,8,5,6.5,3,4,2,4,5,3,4,2,4,2,4,2,3,5,3,2,1,4,2,3,2,3.047619048,4,3,4,2,3,4,5,3,2,3,1,2,4,2,3,2,4,2,4,5,3,2,4,2,3,3.04,3,2,1,3,2,4,2,3,2,3,28
100190001,2020,1001900,1,1,1,1,1,3,1,48,5,2,9,1,1,2,2, ,0,1,2,7,6,6,8,3,4,4,4.75,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3.761904762,5,5,5,5,5,5,5,5,5,3,4,3,4,4,4,3,3,3,4,3,4,3,3,4,4,4.04,2,2,1,3,2,2,2,2,1,1,29
100190002,2020,1001900,2,1,1,1,1,3,2,45,5,2,5,1,1,2,2, ,0,1,2,6,7,5,8,4,3,5,5,3,3,2,3,3,4,2,2,2,2,2,2,4,4,4,4,2,2,4,2,2,2.761904762,5,5,5,5,5,5,4,3,4,2,1,1,1,1,4,4,3,3,3,2,3,2,2,3,2,3.12,3,3,1,3,2,3,3,3,1,1,32
100190003,2020,1001900,3,1,1,1,1,3,1,15,3,1,1,2, ,2,1,3,7,1,6,9,9,9,4,1,1,1,1.75,4,4,4,4,4,4,4,3,1,1,2,2,4,4,4,4,3,3,3,2,3,3.19047619,5,5,5,5,5,5,5,5,5,5,1,1,2,2,4,4,4,4,4,3,4,3,3,2,2,3.72,3,3,1,3,1,4,3,3,1,1,34
100200001,2020,1002000,1,1,1,1,1,3,1,40,5,2,9,1,1,2,1,1,9,1,2,6,7,3,8,4,3,7,5.5,4,4,3,4,4,4,4,3,3,3,2,2,5,5,5,5,4,4,4,4,4,3.80952381,5,5,5,5,5,5,5,5,5,5,4,3,3,3,5,5,5,5,5,4,4,4,4,4,4,4.48,3,3,1,3,2,2,3,2,1,1,32
100200002,2020,1002000,2,1,1,1,1,3,2,38,5,2,1,2, ,2,1,1,9,1,1,7,9,6,9,3,1,4,4.25,3,3,2,3,3,2,2,3,3,2,2,3,5,5,5,4,2,2,3,2,2,2.904761905,5,5,5,5,5,4,4,4,4,3,3,3,2,2,4,3,3,3,3,2,3,2,2,2,2,3.32,3,3,1,3,2,2,2,2,2,1,30
100210001,2020,1002100,1,1,1,1,1,2,1,63,4,2,5,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,2,1,2,2,3,2,2,5,3,3,3,2,4,3,2,2,2,1,1,1,1,2.238095238,5,5,5,5,5,5,3,2,4,2,5,3,2,2,5,4,2,2,5,3,2,1,1,1,1,3.2,2,3,2,3,2,4,2,3,1,1,30
100210002,2020,1002100,2,1,1,1,1,2,2,61,4,2,1,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,1,2,1,2,1,4,2,2,2,4,2,1,2,1,1,1,1,1,1.666666667,5,5,5,5,2,4,2,2,3,2,4,2,2,1,4,2,1,2,4,2,2,1,1,1,1,2.6,2,3,2,2,3,3,3,4,2,2,25
100250001,2020,1002500,1,1,1,1,1,3,1,42,5,2,9,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,5,4,3,5,5,4,3,4,5,4,4,3,5,3,3,3,4,3,4,4,3,3.857142857,5,5,5,5,5,5,5,5,5,4,5,5,4,3,5,4,4,5,5,3,3,4,4,5,4,4.48,3,4,2,4,2,3,2,3,2,1,31
100250002,2020,1002500,2,1,1,1,1,3,2,40,5,2,7,1,1,1,2, ,0,1,1,8,9,9,9,2,1,1,3.25,4,3,3,5,5,5,5,4,5,4,3,3,5,4,3,4,4,3,3,2,3,3.80952381,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,5,4,4,5,4,3,4,3,3,3,4.32,4,3,2,4,2,3,3,4,2,1,31
100260001,2020,1002600,1,1,1,1,1,2,1,73,4,2,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1.380952381,4,2,5,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1.56,2,3,2,3,3,4,2,3,2,1,28
100260002,2020,1002600,2,1,1,1,1,2,2,70,4,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,2,1,2,4,3,2,3,2,1,1,2,1,2,1,2,1,1,1,1,1.666666667,5,2,5,2,1,3,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1.76,3,3,2,3,1,4,3,2,2,1,33
100270001,2020,1002700,1,1,1,1,1,2,2,53,4,4,7,1,1,1,1,1,9,1,1,6,9,9,9,4,1,1,3.75,2,1,2,3,4,5,4,3,5,3,3,2,5,4,3,3,2,1,1,1,1,2.761904762,5,5,5,5,5,5,5,5,5,3,4,4,3,3,5,4,4,3,5,2,2,1,1,1,1,3.64,2,2,1,3,3,4,2,3,2,2,27
100270002,2020,1002700,2,1,1,1,1,2,2,29,5,1,7,1,1,1,1,1,9,1,1,7,7,7,9,3,3,3,4.5,4,5,4,5,5,5,5,4,5,5,4,3,5,4,3,4,3,3,4,3,3,4.095238095,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,3,4,4,4,3,3,3,4,3,4.32,3,2,1,4,2,3,4,2,3,2,31
100280001,2020,1002800,1,1,1,1,1,2,2,52,4,4,7,1,3,2,1,6,4,1,4,4,9,9,6,6,1,1,3.5,1,2,2,4,4,5,5,4,4,4,3,3,4,4,3,2,2,1,2,2,2,3,5,5,5,4,4,5,4,4,4,5,4,5,4,4,4,3,4,4,4,4,3,3,2,2,2,3.88,3,2,2,3,2,3,3,3,2,3,27
100280002,2020,1002800,2,1,1,1,1,2,2,78,2,3,3,1,3,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25
100290001,2020,1002900,1,1,1,1,1,3,1,54,4,2,13,1,1,2,1,1,9,1,6,6,6,6,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,4,4,5,4,4,4,4,4.333333333,5,5,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,5,4,4,5,4,4,4,4,4.52,3,3,1,3,2,3,3,3,1,2,31
100290002,2020,1002900,2,1,1,1,1,3,2,53,4,2,1,2, ,2,1,6,4,1,6,6,6,5,4,4,4,5,4.25,4,4,4,4,4,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3.714285714,5,5,5,4,4,5,5,4,4,5,5,5,4,4,5,5,4,5,4,4,5,5,4,5,4,4.56,3,3,1,3,2,3,3,3,2,2,30
100300001,2020,1003000,1,1,1,8,1,3,1,52,4,2,12,1,3,2,1,2,8,1,2,2,3,3,8,8,7,7,7.5,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,3.142857143,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,3.6,3,3,2,3,2,3,3,3,2,2,29
100300002,2020,1003000,2,1,1,8,1,3,2,50,5,2,6,1,1,2,1,2,8,1,5,5,8,5,5,5,2,5,4.25,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.380952381,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,4,4,3,3,4.2,3,3,2,3,2,3,3,3,2,2,29
100300003,2020,1003000,3,1,1,8,1,3,2,22,5,1,1,2, ,2,1,2,8,1,4,4,4,4,6,6,6,6,6,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,3.666666667,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,3,3.68,2,2,2,2,3,3,3,2,2,2,26
100300004,2020,1003000,4,1,1,8,1,3,2,19,5,1,1,2, ,2,1,2,8,1,5,4,4,4,5,6,6,6,5.75,4,4,4,3,3,3,3,2,2,3,3,4,4,4,3,3,3,2,2,3,3,3.095238095,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3.76,3,3,3,3,2,2,2,3,2,2,26
100310001,2020,1003100,1,1,1,8,1,3,1,56,5,2,7,1,1,2,1,2,8,1,4,4,5,5,6,6,5,5,5.5,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,2,2,3,3.380952381,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,3,4,3,3,4.16,2,2,2,2,2,2,3,3,3,2,24
100310002,2020,1003100,2,1,1,8,1,3,2,55,5,2,1,2, ,2,1,2,8,1,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2.904761905,5,5,5,5,5,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,4,3,3,3,3,4.28,2,2,2,3,3,3,3,2,2,2,27
100310003,2020,1003100,3,1,1,8,1,3,1,29,5,1,7,1,1,2,1,2,8,1,4,4,4,5,6,6,6,5,5.75,4,5,5,5,5,5,4,4,4,4,5,5,4,4,4,3,3,4,4,3,3,4.142857143,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4.56,2,2,2,2,2,3,3,3,2,2,26
100320001,2020,1003200,1,1,1,8,1,2,2,62,4,4,4,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2.380952381,4,4,4,4,4,4,4,4,3,4,4,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2.96,2,2,2,2,1,1,2,2,2,2,25
100320002,2020,1003200,2,1,1,8,1,2,2,31,6,1,7,1,1,1,1,2,8,1,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3.571428571,4,5,5,5,5,4,4,4,4,4,5,5,5,4,4,4,4,3,3,4,4,3,3,3,3,4.04,2,3,3,3,2,2,2,3,2,2,25
100330001,2020,1003300,1,1,1,1,1,3,1,54,5,2,12,1,1,2,1,6,4,1,5,9,5,5,5,1,5,5,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.19047619,5,5,4,4,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4.32,3,3,2,3,2,3,3,3,2,2,29
100330002,2020,1003300,2,1,1,1,1,3,2,52,5,2,1,2, ,2,1,6,4,1,5,5,5,5,5,5,5,5,5,3,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3.857142857,5,5,5,5,5,5,5,4,5,5,5,2,4,2,4,4,4,4,4,4,4,4,4,4,3,4.2,3,3,2,3,2,3,3,3,2,2,29
100360001,2020,1003600,1,1,1,1,1,3,1,58,4,2,9,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,4,2,3,4,3,4,3,2,3,2,4,5,4,3,4,3,4,3,4,3.333333333,4,3,5,4,3,2,2,3,3,2,3,2,3,2,2,3,2,4,3,2,4,1,3,2,3,2.8,2,3,2,2,1,2,3,4,2,3,25
100360002,2020,1003600,2,1,1,1,1,3,2,57,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,2,1,3,2,3,3,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1.714285714,3,4,3,4,3,2,4,3,2,1,2,1,3,2,2,1,2,1,3,2,3,1,2,1,2,2.28,2,3,2,3,2,1,2,3,2,1,26
100360003,2020,1003600,3,1,1,1,1,3,2,34,5,1,6,1,1,2,1,1,9,1,3,7,7,6,7,3,3,4,4.25,5,3,4,3,3,4,5,5,4,3,3,2,5,4,5,5,4,3,4,3,3,3.80952381,5,4,5,4,5,4,3,5,5,3,4,5,2,2,3,5,4,3,5,3,4,3,2,3,3,3.76,2,1,2,3,2,1,2,3,2,3,22
100370001,2020,1003700,1,1,1,1,1,3,1,50,5,2,8,1,1,2,1,4,6,1,6,9,9,6,4,1,1,4,2.5,4,3,5,4,5,3,5,4,3,4,3,2,5,4,5,4,3,4,5,5,3,3.952380952,4,5,4,5,3,4,3,5,5,3,4,3,2,3,4,5,4,3,5,4,5,3,2,3,4,3.8,3,2,1,4,1,3,2,3,1,2,31
100370002,2020,1003700,2,1,1,1,1,3,2,50,5,2,5,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,3,4,3,2,3,4,2,3,4,3,2,1,4,3,4,3,4,3,4,3,4,3.142857143,5,4,5,4,3,2,3,4,3,2,3,2,3,2,4,3,4,3,5,3,5,2,3,4,2,3.32,4,3,1,3,1,2,3,2,1,2,33
100370003,2020,1003700,3,1,0,1,1,3,1,20,5,1,1,2, ,1,1,2,8,1,2,7,6,6,8,3,4,4,4.75,5,4,5,4,5,4,3,5,4,5,3,2,5,4,5,4,5,3,4,5,4,4.19047619,5,4,5,4,5,4,3,5,5,2,4,5,3,2,4,3,5,4,5,4,5,4,3,5,3,4.04,2,1,2,3,2,3,2,4,2,3,23
100380001,2020,1003800,1,1,1,1,1,3,1,44,5,2,10,1,1,2,1,2,8,1,2,9,9,5,8,1,1,5,3.75,3,3,4,5,4,5,3,4,3,4,3,2,5,3,4,5,4,3,4,4,3,3.714285714,5,4,5,4,4,5,3,3,5,3,3,4,3,3,4,3,4,3,5,3,4,5,3,4,3,3.8,3,2,1,4,1,3,3,4,1,2,31
100380002,2020,1003800,2,1,1,1,1,3,2,44,5,2,7,1,1,2,1,2,8,1,3,6,6,5,7,4,4,5,5,4,3,3,4,4,5,3,4,4,4,3,3,5,5,4,4,4,3,4,4,3,3.80952381,5,4,5,4,5,3,5,4,4,3,4,5,3,5,4,5,2,3,5,4,5,3,5,4,3,4.08,2,1,2,3,2,2,3,2,1,2,27
100390001,2020,1003900,1,1,1,1,1,3,1,60,5,2,8,1,2,1,1,3,7,2, , , , ,0,0,0,0,0,2,1,2,4,3,4,1,2,1,2,1,2,3,2,1,2,1,2,1,2,1,1.904761905,3,4,3,4,3,2,1,2,4,2,1,3,2,1,2,1,2,1,3,1,2,1,2,1,2,2.12,2,2,1,3,2,3,2,2,1,2,29
100390002,2020,1003900,2,1,1,1,1,3,2,60,4,2,4,1,1,1,1,7,3,2, , , , ,0,0,0,0,0,3,1,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1.380952381,4,4,5,4,3,1,1,3,3,2,2,1,1,1,2,1,1,1,3,1,4,1,1,1,1,2.08,3,2,1,4,2,2,3,3,1,2,30
100390003,2020,1003900,3,1,0,1,1,3,2,30,5,1,6,1,1,1,1,1,9,1,4,7,5,4,6,3,5,6,5,5,3,4,5,4,5,3,5,4,4,3,3,5,5,4,5,5,3,4,3,3,4.047619048,5,4,5,4,3,5,4,4,4,3,4,4,3,2,3,4,5,3,5,4,4,3,4,5,2,3.84,2,1,2,3,2,2,3,3,1,2,26
100400001,2020,1004000,1,1,1,1,1,2,2,59,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,3,4,3,4,2,3,2,3,4,5,2,3,4,5,3,2,3,2,3,1,2,3,4,3,4,3,4,4,4,3,4,2,4,3,2,2,4,5,3,2,4,5,3,2,1,2,1,3.12,3,4,1,3,1,3,4,2,1,2,35
100400002,2020,1004000,2,1,1,1,1,2,1,57,5,2,8,1,1,1,1,1,9,1,4,5,3,4,6,5,7,6,6,3,4,3,4,5,3,2,3,4,5,4,2,4,5,4,5,4,5,4,3,2,3.714285714,4,3,4,3,4,4,5,5,5,4,5,4,3,2,4,5,4,5,4,5,4,5,4,3,2,4,3,4,1,3,1,3,4,3,1,2,34
100410001,2020,1004100,1,1,1,8,1,3,1,60,5,2,10,1,1,2,1,2,8,1,4,4,6,6,6,6,4,4,5,4,4,3,4,4,4,3,3,5,3,3,3,5,5,5,5,5,4,4,3,3,3.904761905,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,3,4,4,4,4,4,4.56,3,3,1,3,3,3,3,3,1,1,31
100410002,2020,1004100,2,1,1,8,1,3,2,57,4,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,3,3,3,3,3,3,4,3,3,3,5,4,3,3,3,3,3,3,3,3.19047619,5,5,5,5,4,4,4,4,4,4,5,4,3,3,4,4,4,4,4,2,4,4,4,4,4,4.04,3,3,1,3,2,3,3,3,1,1,32
100420001,2020,1004200,1,1,1,1,1,3,1,56,4,1,7,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,4,4,2,4,3,2,3.380952381,5,5,5,5,5,5,4,5,5,4,4,4,4,2,4,4,4,4,4,4,4,4,3,2,2,4.04,3,3,2,3,2,3,3,3,2,2,29
100420002,2020,1004200,2,1,1,1,1,3,2,62,4,4,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,4,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2.16,3,3,2,1,3,3,2,2,1,1,28
100420003,2020,1004200,3,1,1,1,1,3,2,105,3,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3,3,2,2,2,2,26
100430001,2020,1004300,1,1,1,1,1,1,1,74,3,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.52,2,3,2,1,3,3,2,2,2,2,25
100440002,2020,1004400,2,1,1,1,1,3,2,53,4,2,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2.24,3,3,2,2,3,3,2,2,1,1,29
100440003,2020,1004400,3,1,1,1,1,3,2,21,4,1,1,2, ,1,1,1,9,1,1,9,9,9,9,1,1,1,3,5,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,3,4.666666667,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,3,4.76,3,3,2,2,3,3,2,2,2,2,27
100440004,2020,1004400,4,1,1,1,1,3,1,19,4,1,6,1,1,1,1,1,9,1,1,9,9,9,9,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,3,4.76,3,3,2,3,2,3,3,2,2,2,30
100450001,2020,1004500,1,1,1,1,1,1,2,83,3,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.64,2,3,2,1,3,3,2,2,1,1,27
100460001,2020,1004600,1,1,1,1,1,3,1,64,4,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2.4,3,3,2,2,3,3,2,2,1,1,29
100460002,2020,1004600,2,1,1,1,1,3,2,56,4,2,5,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,4,2,4,2,1,1,1,2.76,3,3,1,3,2,3,3,3,1,1,32
100460003,2020,1004600,3,1,1,1,1,3,1,30,5,1,7,1,1,2,1,1,9,1,1,9,9,9,9,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,4,3,4,3,4.428571429,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,4,4.8,3,3,2,3,2,3,3,2,2,2,30
100470001,2020,1004700,1,1,1,1,1,1,2,80,3,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,3,2,2,3,1,25
100480001,2020,1004800,1,1,1,1,1,1,1,79,4,3,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.88,1,2,2,1,3,2,2,2,1,1,24
